gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
lane122s000605_bin.2.o_k141_120871-flag_1-multi_3.0000-len_2822_5	2298	2822	525	-1	0.667	11	None	GENOMAD.214866.VV	7.534e-20	89	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_1	3	359	357	1	0.597	11	None	GENOMAD.211677.VC	7.176e-06	46	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_2	356	592	237	1	0.515	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_3	589	1353	765	1	0.616	11	GGT	GENOMAD.122557.VV	1.692e-85	283	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_4	1322	2398	1077	1	0.601	11	GGGGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_5	2650	3528	879	1	0.578	11	None	GENOMAD.067680.VV	1.318e-05	49	0	0	0	2561	Caudoviricetes	NA	NA	PF06100	UDP-galactopyranose mutase
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_6	3553	3828	276	1	0.558	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_7	3825	4019	195	1	0.508	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_8	4016	4333	318	1	0.629	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_9	4333	4458	126	1	0.460	11	GGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_10	4458	5120	663	1	0.572	11	GGT	GENOMAD.154632.VC	6.235e-21	94	0	0	1	2561	Caudoviricetes	NA	NA	PF19782;PF13383	methyltransferase, FkbM family
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_11	5121	5429	309	1	0.605	11	GGGGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_12	5458	6162	705	1	0.604	11	GGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_266862-flag_1-multi_7.0000-len_6580_13	6147	6578	432	1	0.611	11	GGGGT	GENOMAD.172041.VC	3.057e-35	132	0	0	0	2561	Caudoviricetes	NA	NA	PF02779	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_1	3	410	408	1	0.539	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_2	422	2101	1680	1	0.594	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_3	2098	2529	432	1	0.609	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_4	2562	2900	339	1	0.534	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_5	2897	3031	135	1	0.526	11	AGGA	GENOMAD.189976.VP	1.633e-06	44	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_6	3045	3503	459	1	0.564	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490404-flag_1-multi_4.0000-len_4291_7	3740	3943	204	1	0.569	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_1	1	102	102	1	0.686	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_2	99	491	393	1	0.690	11	None	GENOMAD.032637.VV	1.695e-27	109	0	0	1	2561	Caudoviricetes	NA	NA	PF11367	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_3	493	918	426	1	0.631	11	GGAGG	GENOMAD.162335.VP	1.301e-43	156	0	0	1	2561	Caudoviricetes	NA	NA	PF16463	Phage tail tube protein family
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_4	922	1353	432	1	0.644	11	None	GENOMAD.124304.VV	1.836e-14	72	0	0	0	2561	Caudoviricetes	NA	NA	PF16478	Phage tail tube protein, GTA-gp10
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_5	1353	1592	240	1	0.662	11	None	GENOMAD.091928.VV	1.52e-07	49	0	0	1	2561	Caudoviricetes	NA	NA	PF09550	phage conserved hypothetical protein
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_6	1585	3606	2022	1	0.620	11	AGGA	GENOMAD.126336.VP	3.947e-26	118	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_7	3606	4205	600	1	0.687	11	GGA/GAG/AGG	GENOMAD.072852.VV	1.243e-24	104	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_8	4198	4554	357	1	0.653	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_9	4554	5159	606	1	0.700	11	None	GENOMAD.100204.VV	1.919e-40	150	0	0	0	2561	Caudoviricetes	NA	NA	PF09931	Uncharacterized conserved protein (DUF2163)
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_10	5159	5563	405	1	0.679	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_364261-flag_1-multi_3.0000-len_5882_11	5556	5882	327	1	0.661	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_344743-flag_0-multi_2.9852-len_1765_1	1	780	780	1	0.565	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_344743-flag_0-multi_2.9852-len_1765_2	854	1645	792	1	0.592	11	GGA/GAG/AGG	GENOMAD.181728.VV	1.951e-16	82	0	0	1	2561	Caudoviricetes	NA	NA	PF09588	Phage-related protein, predicted endonuclease
lane122s000605_bin.2.o_k141_344743-flag_0-multi_2.9852-len_1765_3	1642	1764	123	1	0.634	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490478-flag_1-multi_1.0000-len_1902_1	1	411	411	1	0.596	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490478-flag_1-multi_1.0000-len_1902_2	501	728	228	1	0.640	11	None	GENOMAD.091928.VV	1.01e-09	55	0	0	1	2561	Caudoviricetes	NA	NA	PF09550	phage conserved hypothetical protein
lane122s000605_bin.2.o_k141_490478-flag_1-multi_1.0000-len_1902_3	729	1901	1173	1	0.592	11	GGAG/GAGG	GENOMAD.158227.VP	3.284e-33	136	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_500316-flag_1-multi_1.0000-len_1688_1	1	66	66	-1	0.591	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_500316-flag_1-multi_1.0000-len_1688_2	66	506	441	-1	0.619	11	GGA/GAG/AGG	GENOMAD.143145.VP	1.944e-24	101	0	0	1	2561	Caudoviricetes	NA	NA	PF11367	NA
lane122s000605_bin.2.o_k141_500316-flag_1-multi_1.0000-len_1688_3	503	820	318	-1	0.673	11	None	GENOMAD.095578.VV	1.431e-10	59	0	0	1	1	NA	NA	NA	PF05521	Bacteriophage head-tail adaptor
lane122s000605_bin.2.o_k141_500316-flag_1-multi_1.0000-len_1688_4	871	1686	816	-1	0.642	11	None	GENOMAD.170016.VC	6.729e-58	204	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_1	3	182	180	1	0.511	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_2	271	873	603	1	0.577	11	GGAGG	GENOMAD.116273.VV	2.648e-25	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_3	913	1536	624	1	0.654	11	GGA/GAG/AGG	GENOMAD.070619.VV	7.359e-25	105	0	0	0	2561	Caudoviricetes	NA	NA	TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_4	1537	1875	339	1	0.661	11	None	GENOMAD.046545.VV	7.656e-12	63	0	0	1	2561	Caudoviricetes	NA	NA	PF05521	Bacteriophage head-tail adaptor
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_5	1878	2330	453	1	0.629	11	GGA/GAG/AGG	GENOMAD.129603.VP	2.333e-14	72	0	0	1	2561	Caudoviricetes	NA	NA	PF11114	phage protein, HK97 gp10 family
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_6	2350	2712	363	1	0.647	11	GGA/GAG/AGG	GENOMAD.099235.VV	6.51e-17	78	0	0	1	2561	Caudoviricetes	NA	NA	PF11367	NA
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_7	2787	3446	660	1	0.635	11	AGGA	GENOMAD.152702.VP	1.425e-32	128	0	0	1	2561	Caudoviricetes	NA	NA	PF08813;PF05657	Phage tail tube protein, TTP
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_8	3443	3766	324	1	0.611	11	None	GENOMAD.117894.VV	1.108e-05	45	0	0	1	1	NA	NA	NA	PF16462	Phage tail assembly chaperone protein, TAC
lane122s000605_bin.2.o_k141_150317-flag_1-multi_4.0000-len_3983_9	3811	3981	171	1	0.602	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_169941-flag_1-multi_4.0000-len_2837_1	22	870	849	-1	0.598	11	AGGA	GENOMAD.118733.VP	4.979e-12	69	0	0	0	2561	Caudoviricetes	NA	NA	PF03837	RecT family
lane122s000605_bin.2.o_k141_169941-flag_1-multi_4.0000-len_2837_2	867	1148	282	-1	0.582	11	AGGAG	GENOMAD.142907.VP	6.034e-07	48	0	0	0	2561	Caudoviricetes	NA	NA	PF19561	NA
lane122s000605_bin.2.o_k141_169941-flag_1-multi_4.0000-len_2837_3	1105	2154	1050	-1	0.586	11	AGGA/GGAG/GAGG	GENOMAD.151092.VV	1.88e-05	49	0	0	1	2561	Caudoviricetes	NA	NA	PF09588	Phage-related protein, predicted endonuclease
lane122s000605_bin.2.o_k141_169941-flag_1-multi_4.0000-len_2837_4	2163	2354	192	-1	0.552	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_169941-flag_1-multi_4.0000-len_2837_5	2410	2655	246	-1	0.496	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_1	25	306	282	-1	0.624	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_2	444	665	222	-1	0.599	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_3	775	1029	255	1	0.596	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_4	1031	1384	354	1	0.599	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_5	1384	1551	168	1	0.619	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_6	1548	1733	186	1	0.543	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_7	1831	2070	240	1	0.579	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_8	2067	2414	348	1	0.575	11	GGA/GAG/AGG	GENOMAD.056621.VV	1.227e-07	51	0	0	0	2561	Caudoviricetes	NA	NA	PF13395	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_9	2620	3231	612	1	0.570	11	GGAG/GAGG	GENOMAD.189320.VP	1.291e-98	318	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199144-flag_1-multi_3.0000-len_4048_10	3652	4047	396	1	0.581	11	AGGA	GENOMAD.197536.VP	4.927e-16	76	0	0	0	2561	Caudoviricetes	NA	NA	PF10281	Putative nuclear envelope organisation protein
lane122s000605_bin.2.o_k141_14325-flag_0-multi_1.7009-len_1766_1	2	556	555	1	0.595	11	None	GENOMAD.148122.VP	2.357e-48	172	0	0	1	2561	Caudoviricetes	NA	NA	PF20441	Terminase large subunit, endonuclease domain
lane122s000605_bin.2.o_k141_14325-flag_0-multi_1.7009-len_1766_2	569	1306	738	1	0.547	11	GGA/GAG/AGG	GENOMAD.142933.VP	1.116e-48	176	0	0	1	1	NA	NA	NA	COG3740;K06904	Phage head maturation protease
lane122s000605_bin.2.o_k141_14325-flag_0-multi_1.7009-len_1766_3	1353	1766	414	1	0.594	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490912-flag_1-multi_2.0000-len_1903_1	2	853	852	1	0.609	11	None	GENOMAD.065274.VV	1.531e-40	154	0	0	1	2561	Caudoviricetes	NA	NA	PF01930	Phage-related protein, predicted endonuclease
lane122s000605_bin.2.o_k141_490912-flag_1-multi_2.0000-len_1903_2	900	1667	768	1	0.637	11	AGGAG	GENOMAD.032180.VV	1.28e-61	214	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_490912-flag_1-multi_2.0000-len_1903_3	1722	1901	180	1	0.650	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_72750-flag_1-multi_5.0000-len_3068_1	3	1079	1077	-1	0.565	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_72750-flag_1-multi_5.0000-len_3068_2	1098	1835	738	-1	0.584	11	GGAG/GAGG	GENOMAD.003490.VV	6.157e-15	77	0	0	0	6064	Autographiviridae	NA	NA	PF16190	Ubiquitin-activating enzyme E1 FCCH domain
lane122s000605_bin.2.o_k141_72750-flag_1-multi_5.0000-len_3068_3	1853	3067	1215	-1	0.578	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_53441-flag_1-multi_4.0000-len_1677_1	3	1676	1674	1	0.616	11	None	GENOMAD.142428.VP	6.031e-49	188	0	0	1	2561	Caudoviricetes	NA	NA	COG4653	Predicted phage phi-C31 gp36 major capsid-like protein
lane122s000605_bin.2.o_k141_287032-flag_1-multi_3.0000-len_1722_1	2	934	933	1	0.599	11	None	GENOMAD.154686.VV	2.551e-26	113	0	0	1	2561	Caudoviricetes	NA	NA	PF17288	Terminase RNAseH like domain
lane122s000605_bin.2.o_k141_287032-flag_1-multi_3.0000-len_1722_2	931	1038	108	1	0.630	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_287032-flag_1-multi_3.0000-len_1722_3	1035	1310	276	1	0.594	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_287032-flag_1-multi_3.0000-len_1722_4	1323	1721	399	1	0.622	11	GGAG/GAGG	GENOMAD.019948.VV	2.696e-23	97	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_355057-flag_0-multi_4.0000-len_2641_1	3	569	567	1	0.603	11	None	GENOMAD.003470.VV	3.905e-07	52	0	0	0	2561	Caudoviricetes	NA	NA	PF02195;PF09445	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain
lane122s000605_bin.2.o_k141_355057-flag_0-multi_4.0000-len_2641_2	566	814	249	1	0.691	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_355057-flag_0-multi_4.0000-len_2641_3	811	1320	510	1	0.571	11	GGA/GAG/AGG	GENOMAD.150011.VV	2.635e-06	49	0	0	0	1	NA	NA	NA	PF13395	HNH endonuclease
lane122s000605_bin.2.o_k141_355057-flag_0-multi_4.0000-len_2641_4	1317	2228	912	1	0.593	11	GGAG/GAGG	GENOMAD.215225.VP	3.827e-15	79	0	0	0	2561	Caudoviricetes	NA	NA	PF07120	Uncharacterized conserved protein YdaU, DUF1376 family
lane122s000605_bin.2.o_k141_355057-flag_0-multi_4.0000-len_2641_5	2289	2627	339	1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_335699-flag_1-multi_2.0000-len_1728_1	2	763	762	1	0.588	11	None	GENOMAD.130062.VP	6.743e-12	68	0	0	1	2561	Caudoviricetes	NA	NA	PF17288	Phage terminase large subunit
lane122s000605_bin.2.o_k141_335699-flag_1-multi_2.0000-len_1728_2	742	1113	372	1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_335699-flag_1-multi_2.0000-len_1728_3	1184	1348	165	1	0.539	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_335699-flag_1-multi_2.0000-len_1728_4	1445	1690	246	1	0.618	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_1	2	397	396	1	0.682	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_2	397	1236	840	1	0.680	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_3	1246	1665	420	1	0.564	11	GGAG/GAGG	GENOMAD.133791.VV	3.253e-15	74	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_4	1662	2420	759	1	0.668	11	GGxGG	GENOMAD.020310.VV	1.263e-25	109	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_5	2413	2589	177	1	0.638	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_6	2727	3215	489	1	0.677	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_7	3212	3829	618	1	0.654	11	GGxGG	GENOMAD.070626.VV	0.0004556	43	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_8	3844	4290	447	1	0.629	11	GGAG/GAGG	GENOMAD.020866.VV	1.656e-05	46	0	0	1	2561	Caudoviricetes	NA	NA	PF16463	Phage tail tube protein family
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_9	4364	4711	348	1	0.629	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_10	4783	5046	264	1	0.625	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_199572-flag_1-multi_5.0000-len_5506_11	5049	5504	456	1	0.649	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_1	3	266	264	1	0.655	11	None	GENOMAD.170016.VC	3.988e-31	117	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_2	263	634	372	1	0.656	11	GGAGG	GENOMAD.142168.VP	1.789e-15	74	0	0	1	2561	Caudoviricetes	NA	NA	PF05521	Bacteriophage head-tail adaptor
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_3	631	1071	441	1	0.624	11	GGA/GAG/AGG	GENOMAD.143145.VP	8.757e-25	102	0	0	1	2561	Caudoviricetes	NA	NA	PF11367	NA
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_4	1071	1574	504	1	0.643	11	GGxGG	GENOMAD.143108.VP	8.163e-44	158	0	0	1	2561	Caudoviricetes	NA	NA	PF11114	phage protein, HK97 gp10 family
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_5	1653	2132	480	1	0.562	11	AGGAG	GENOMAD.162335.VP	1.458e-33	128	0	0	1	2561	Caudoviricetes	NA	NA	PF16463	Phage tail tube protein family
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_6	2138	2476	339	1	0.611	11	None	GENOMAD.124304.VV	6.315e-14	69	0	0	0	2561	Caudoviricetes	NA	NA	PF16478	Phage tail tube protein, GTA-gp10
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_7	2566	2793	228	1	0.614	11	GGxGG	GENOMAD.091928.VV	4.507e-10	56	0	0	1	2561	Caudoviricetes	NA	NA	PF09550	phage conserved hypothetical protein
lane122s000605_bin.2.o_k141_248454-flag_1-multi_1.7693-len_4003_8	2794	4002	1209	1	0.581	11	GGAGG	GENOMAD.158227.VP	8.398e-30	126	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_112074-flag_1-multi_1.0000-len_1667_1	3	341	339	1	0.640	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_112074-flag_1-multi_1.0000-len_1667_2	342	674	333	1	0.580	11	GGA/GAG/AGG	GENOMAD.034139.VV	2.367e-23	96	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_112074-flag_1-multi_1.0000-len_1667_3	675	1667	993	1	0.568	11	GGA/GAG/AGG	GENOMAD.034519.VV	2.002e-61	217	0	0	1	2561	Caudoviricetes	NA	NA	PF05136	phage portal protein, HK97 family
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_1	44	307	264	-1	0.489	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_2	261	797	537	-1	0.620	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_3	804	2342	1539	-1	0.636	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_4	2419	3153	735	-1	0.635	11	GGAG/GAGG	GENOMAD.037586.VV	5.312e-37	142	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_5	3225	3956	732	-1	0.601	11	None	GENOMAD.130471.VV	3.453e-107	345	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_6	3953	4321	369	-1	0.580	11	None	GENOMAD.132284.VP	2.884e-18	82	0	0	0	2561	Caudoviricetes	NA	NA	PF03838	Recombination protein U
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_7	4318	4566	249	-1	0.546	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_8	4663	4956	294	1	0.629	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_9	4953	5135	183	1	0.552	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_151081-flag_1-multi_5.0000-len_5362_10	5144	5362	219	1	0.548	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_1	2	436	435	1	0.655	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_2	433	858	426	1	0.631	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_3	855	1178	324	1	0.688	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_4	1157	1954	798	1	0.569	11	GGAGG	GENOMAD.018355.VV	9.464e-17	83	0	0	0	2561	Caudoviricetes	NA	NA	PF09681	phage replisome organizer, putative, N-terminal region
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_5	1961	2875	915	1	0.617	11	3Base/5BMM	GENOMAD.158999.VV	5.669e-86	287	0	0	0	2561	Caudoviricetes	NA	NA	PF03796	DnaB-like helicase C terminal domain
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_6	2872	3600	729	1	0.642	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000605_bin.2.o_k141_160975-flag_1-multi_6.8476-len_4275_7	3617	3826	210	1	0.638	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
